EmployeeNumber,Emplyee name,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber.1,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1029,Clint Q Orear,42.0,No,Travel_Rarely,265.0,Sales,5,2,Marketing,1,1029,4,Male,90,3,5,Manager,3.0,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1.0,0,0,0
1030,Dawna T Woodbury,50.0,No,Travel_Rarely,804.0,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1,Laboratory Technician,4.0,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1.0,0,0,0
1032,Andria Z Reza,59.0,No,Travel_Rarely,715.0,Research & Development,2,3,Life Sciences,1,1032,3,Female,69,2,4,Manufacturing Director,4.0,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,,3,4,3
1033,Bertha E Harbison,,Yes,Travel_Rarely,1141.0,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2.0,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1.0,0,0,0
1034,Bert S Kinkade,55.0,No,Travel_Frequently,135.0,Research & Development,18,4,Medical,1,1034,3,Male,62,3,2,Healthcare Representative,2.0,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8.0,7,6,7
1035,Margrett M Confer,41.0,No,Non-Travel,247.0,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,5,Research Director,3.0,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21.0,16,5,10
1036,Tuan L Rhymes,38.0,No,Travel_Rarely,1035.0,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4.0,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1.0,0,0,0
1037,Meda I Hayner,26.0,Yes,Non-Travel,265.0,Sales,29,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1.0,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2.0,2,2,2
1038,Adalberto W Creek,52.0,Yes,Travel_Rarely,266.0,Sales,2,1,Marketing,1,1038,1,Female,57,1,5,Manager,4.0,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32.0,14,6,9
1039,Renaldo K Cheatham,44.0,No,Travel_Rarely,1448.0,Sales,28,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,4.0,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12.0,11,11,11
1040,Grisel R Whitty,50.0,No,Non-Travel,145.0,Sales,1,3,Life Sciences,1,1040,4,Female,95,3,2,Sales Executive,3.0,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18.0,7,0,13
1042,Clemente S Wiechmann,,Yes,Travel_Rarely,885.0,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1.0,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17.0,13,15,14
1043,Wm S Goldschmidt,39.0,No,Travel_Frequently,945.0,Research & Development,22,3,Medical,1,1043,4,Female,82,3,3,Manufacturing Director,1.0,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21.0,6,2,8
1044,Lamar A Partida,33.0,No,Non-Travel,1038.0,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1,Sales Representative,4.0,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2.0,2,2,2
1045,Rex K Dion,45.0,No,Travel_Rarely,1234.0,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4.0,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9.0,3,1,1
1046,Louann X Sakamoto,32.0,No,Non-Travel,1109.0,Research & Development,29,4,Medical,1,1046,4,Female,69,3,1,Laboratory Technician,,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8.0,7,7,7
1047,Murray D Pennock,34.0,No,Travel_Rarely,,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4.0,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15.0,1,0,9
1048,Rosella E Marron,59.0,No,Travel_Rarely,1089.0,Sales,1,2,Technical Degree,1,1048,2,Male,66,3,3,Manager,4.0,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6.0,4,0,4
1049,Nelida E Cheeks,45.0,No,Travel_Rarely,788.0,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2.0,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6.0,3,0,4
1050,Roselia F Britton,53.0,No,Travel_Frequently,124.0,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2.0,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15.0,7,6,12
1052,Gilberto U Greaves,36.0,Yes,Travel_Rarely,660.0,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3.0,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1.0,0,0,0
1053,Keven A Jewell,26.0,Yes,Travel_Frequently,342.0,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1.0,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3.0,2,1,2
1055,Kate O Paull,34.0,No,Travel_Rarely,1333.0,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,3.0,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1.0,1,0,0
1056,Marni O Otter,28.0,No,Travel_Rarely,1144.0,Sales,10,1,Medical,1,1056,4,Male,74,3,1,Sales Representative,2.0,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1.0,0,0,0
1060,Augusta G Kircher,,No,Travel_Frequently,1186.0,Research & Development,3,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3.0,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2.0,2,2,2
1061,Lincoln D Cauley,50.0,No,Travel_Rarely,,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5,Research Director,3.0,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8.0,1,7,7
1062,Ramona W Rand,37.0,No,Travel_Rarely,124.0,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2.0,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4.0,3,0,1
1066,Davis Z Gaylor,40.0,No,Travel_Rarely,300.0,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,Sales Executive,1.0,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7.0,7,7,5
1068,Margit E Gallion,26.0,No,Travel_Frequently,921.0,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3.0,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5.0,3,1,3
1069,Sharyl Y Torian,46.0,No,Travel_Rarely,430.0,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4.0,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2.0,2,2,2
1070,Buddy W Lofgren,54.0,No,Travel_Rarely,1082.0,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3.0,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,,4,7,0
1071,Malcolm Y Bonaparte,56.0,No,Travel_Frequently,1240.0,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3.0,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5.0,4,0,3
1073,Marissa S Hughes,36.0,No,Travel_Rarely,796.0,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4.0,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14.0,8,7,8
1074,Paz J Hegwood,55.0,No,Non-Travel,444.0,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1.0,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9.0,7,6,2
1076,Jacinda X Michalec,43.0,No,Travel_Rarely,415.0,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4.0,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1.0,0,0,0
1077,August F Dones,20.0,Yes,Travel_Frequently,769.0,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4.0,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2.0,2,0,2
1079,Sherlene E Mcdaniel,,Yes,Travel_Rarely,1334.0,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1.0,0,1,0
1080,Linette Q Menard,46.0,No,Travel_Rarely,1003.0,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1.0,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,,13,1,7
1081,Emmanuel G Chamorro,51.0,Yes,Travel_Rarely,1323.0,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3.0,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10.0,0,2,7
1082,Jeramy T Londono,28.0,Yes,Non-Travel,1366.0,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1.0,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10.0,7,1,9
1083,Freddie C Headen,26.0,No,Travel_Rarely,192.0,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1.0,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5.0,3,1,3
1084,Stefanie P Rose,30.0,No,Travel_Rarely,1176.0,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1.0,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6.0,2,0,2
1085,Paola R Timberlake,41.0,No,Travel_Rarely,509.0,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3.0,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10.0,6,0,8
1088,Bridget D Spadaro,38.0,No,Travel_Rarely,330.0,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3.0,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19.0,9,1,9
1092,Mauricio I Streets,40.0,No,Travel_Rarely,1492.0,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4.0,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,,10,11,1
1094,Les V Bejarano,27.0,No,Non-Travel,1277.0,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3.0,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3.0,2,1,2
1096,Vinita E Chamber,55.0,No,Travel_Frequently,1091.0,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2.0,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3.0,2,1,2
1097,Neil Z Stoughton,28.0,No,Travel_Rarely,857.0,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3.0,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8.0,7,1,7
1098,Kassie Q Binder,44.0,Yes,Travel_Rarely,1376.0,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1.0,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20.0,6,3,6
1099,Carlton P Mahurin,33.0,No,Travel_Rarely,654.0,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3.0,2,1,2
1100,Mei H Silvera,35.0,Yes,Travel_Rarely,1204.0,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1.0,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8.0,7,4,7
1101,Cindie T Madden,33.0,Yes,Travel_Frequently,827.0,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3.0,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13.0,7,3,8
1102,Van E Broadbent,28.0,No,Travel_Rarely,895.0,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3.0,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4.0,2,2,2
1103,Joanna M Sandefur,34.0,No,Travel_Frequently,618.0,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4.0,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6.0,2,0,4
1105,Estella E Miley,37.0,No,Travel_Rarely,309.0,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4.0,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1.0,0,0,0
1106,Liana T Quesenberry,25.0,Yes,Travel_Rarely,1219.0,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4.0,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,,7,5,6
1107,Guy S Troy,26.0,Yes,Travel_Rarely,1330.0,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3.0,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1.0,1,0,0
1108,Isiah S Coppock,33.0,Yes,Travel_Rarely,1017.0,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2.0,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2.0,2,2,2
1109,Loren H Mckenzie,42.0,No,Travel_Rarely,469.0,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22.0,6,13,7
1111,Gwyn I Parish,28.0,Yes,Travel_Frequently,1009.0,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2.0,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1.0,0,0,0
1113,Norris P Ewen,50.0,Yes,Travel_Frequently,959.0,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3.0,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0.0,0,0,0
1114,Tayna L Covarrubias,33.0,No,Travel_Frequently,970.0,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2.0,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3.0,2,0,2
1115,Asley F Mcewan,34.0,No,Non-Travel,697.0,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4.0,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0.0,0,0,0
1116,Jeremiah N Curran,48.0,No,Non-Travel,1262.0,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4.0,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5.0,4,2,1
1117,Troy J Higbee,45.0,No,Non-Travel,1050.0,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3.0,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15.0,10,4,12
1118,Lesha K Cai,52.0,No,Travel_Rarely,994.0,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2.0,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8.0,6,4,0
1119,Denis T Yelle,38.0,No,Travel_Rarely,770.0,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3.0,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8.0,7,2,7
1120,Krissy S Valazquez,29.0,No,Travel_Rarely,1107.0,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4.0,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7.0,5,1,7
1121,Hayden J Jang,28.0,No,Travel_Rarely,950.0,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2.0,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9.0,7,1,7
1124,Franklyn V Hummell,46.0,No,Travel_Rarely,406.0,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3.0,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,,9,4,9
1125,Patrick H Gilleland,38.0,No,Travel_Rarely,,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2.0,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,,0,0,0
1126,Lidia S Gerling,43.0,No,Travel_Frequently,1082.0,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1.0,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8.0,7,0,1
1127,Carlotta T Ryles,39.0,Yes,Travel_Frequently,203.0,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4.0,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18.0,7,11,5
1128,Digna Q Eck,40.0,No,Travel_Rarely,1308.0,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3.0,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,,7,4,9
1131,Galina G Woodbury,21.0,No,Travel_Rarely,984.0,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2.0,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2.0,2,2,2
1132,Carmon A Howlett,39.0,No,Non-Travel,439.0,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2.0,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5.0,4,0,3
1133,Josiah R Gutierres,36.0,No,Non-Travel,217.0,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4.0,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11.0,9,0,9
1135,Leonel S Yuan,31.0,No,Travel_Frequently,,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4.0,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2.0,2,2,2
1136,Sharri Z Gormley,28.0,No,Travel_Rarely,1451.0,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2.0,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,,3,0,4
1137,Mignon H Ballesteros,35.0,No,Travel_Frequently,1182.0,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4.0,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5.0,2,0,2
1138,Carmelia R Lattimer,49.0,No,Travel_Rarely,174.0,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2.0,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9.0,8,2,3
1140,Francis O Encarnacion,34.0,No,Travel_Frequently,1003.0,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3.0,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3.0,2,0,2
1143,Denis Y Fehr,29.0,No,Travel_Frequently,490.0,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2.0,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7.0,5,1,1
1148,Lisa C Sheridan,42.0,No,Travel_Rarely,188.0,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4.0,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1.0,0,0,0
1150,Ezequiel N Shell,29.0,No,Travel_Rarely,718.0,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4.0,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10.0,7,1,2
1152,Timmy I Poteat,38.0,No,Travel_Rarely,433.0,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7.0,6,5,0
1154,Nigel V Dupras,28.0,No,Travel_Frequently,773.0,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3.0,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3.0,1,0,2
1156,Meryl B Jude,18.0,Yes,Non-Travel,247.0,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3.0,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0.0,0,0,0
1157,Herb B Irving,33.0,Yes,Travel_Rarely,603.0,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1.0,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5.0,2,0,3
1158,Samantha V Lucky,41.0,No,Travel_Rarely,,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4.0,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1.0,0,0,0
1160,Frankie I Speed,31.0,Yes,Travel_Frequently,874.0,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3.0,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,,2,2,2
1161,Wilhelmina Y Keaney,37.0,No,Travel_Rarely,,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4.0,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6.0,2,1,3
1162,Karlene L Mckean,27.0,No,Travel_Rarely,199.0,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3.0,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4.0,2,2,2
1163,Emmitt X Plante,34.0,No,Travel_Rarely,1400.0,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3.0,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6.0,5,1,3
1164,Chaya W Caudle,35.0,No,Travel_Rarely,528.0,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3.0,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5.0,4,1,4
1165,Reanna I Hampton,29.0,Yes,Travel_Rarely,408.0,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1.0,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11.0,8,3,10
1166,Micaela N Buker,40.0,No,Travel_Frequently,593.0,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3.0,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18.0,7,2,13
1167,Carmelia E Bergeron,42.0,Yes,Travel_Frequently,481.0,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1.0,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21.0,9,13,14
1171,Ulysses S Abate,42.0,No,Travel_Rarely,647.0,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1.0,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6.0,4,1,5
1172,Love G Lent,35.0,No,Travel_Rarely,982.0,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3.0,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8.0,0,1,7
1173,Stan S Watt,24.0,No,Travel_Rarely,477.0,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2.0,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,,3,1,2
1175,Kindra V Cruickshank,28.0,Yes,Travel_Rarely,1485.0,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4.0,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1.0,1,0,0
1177,Micheal F Mcleroy,26.0,No,Travel_Rarely,1384.0,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4.0,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8.0,7,0,7
1179,Gwyn E Etzel,30.0,No,Travel_Rarely,852.0,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3.0,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10.0,3,1,4
1180,Ressie I Goodwyn,40.0,No,Travel_Frequently,902.0,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4.0,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1.0,1,0,0
1182,Colton B Salzman,35.0,No,Travel_Rarely,819.0,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2.0,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7.0,7,6,4
1184,Marylynn G Ealey,34.0,No,Travel_Frequently,669.0,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1.0,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13.0,9,4,9
1185,Neil V Gebhard,35.0,No,Travel_Frequently,636.0,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4.0,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2.0,2,2,2
1188,Kermit L Mcphail,43.0,Yes,Travel_Rarely,1372.0,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3.0,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4.0,3,1,3
1190,Julio P Dockery,32.0,No,Non-Travel,862.0,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1.0,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1.0,0,0,0
1191,Tressa Q Standard,56.0,No,Travel_Rarely,718.0,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1.0,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5.0,2,4,2
1192,Dwayne W Marker,29.0,No,Travel_Rarely,1401.0,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4.0,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10.0,8,0,8
1193,Ayako L Bachmann,19.0,No,Travel_Rarely,645.0,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1.0,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1.0,1,0,0
1195,Salena I Santillan,45.0,No,Travel_Rarely,1457.0,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3.0,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3.0,2,0,2
1196,Nelson O Dubuc,37.0,No,Travel_Rarely,977.0,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4.0,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14.0,8,3,11
1198,Lincoln D Demaria,20.0,No,Travel_Rarely,805.0,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3.0,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2.0,2,1,2
